Target1,Feature0,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15
369.4302228,YS,Eurofer,550.4986733,plate,14,transverse,,,,980,27,760,90,600,1000,polished
268.5499596,YS,Eurofer,600.3022098,plate,14,transverse,,,,980,27,760,90,600,1000,polished
229.1914023,YS,Eurofer,650.1058349,plate,14,transverse,,,,980,27,760,90,600,1000,polished
152.0027178,YS,Eurofer,699.9093714,plate,14,transverse,,,,980,27,760,90,600,1000,polished
658.6966876,YS,Eurofer,27.31943554,plate,25,transverse,,,,979,120,939,240,600,1000,polished
667.485494,YS,Eurofer,27.31943554,plate,25,transverse,,,,979,120,939,240,600,1000,polished
541.3851869,YS,Eurofer,300.0302243,plate,25,transverse,,,,979,120,939,240,600,1000,polished
551.7024848,YS,Eurofer,300.0302243,plate,25,transverse,,,,979,120,939,240,600,1000,polished
673.9815763,YS,Eurofer,27.31943554,bar,100,radial,,,,979,111,739,222 ,600,1000,polished
318.9900999,YS,Eurofer,600.3022098,bar,100,radial,,,,979,111,739,222 ,600,1000,polished
661,YS,Eurofer,20.9,plate,8,transverse,,,,979,120,939,240,600,1000,polished
475.4,YS,Eurofer,400,plate,8,transverse,,,,979,120,939,240,600,1000,polished
405.3,YS,Eurofer,499.9,plate,8,transverse,,,,979,120,939,240,600,1000,polished
271.7,YS,Eurofer,600.3,plate,8,transverse,,,,979,120,939,240,600,1000,polished
154.8,YS,Eurofer,699.8,plate,8,transverse,,,,979,120,939,240,600,1000,polished
666,YS,Eurofer,18.3,bar,100,longitudinal,,,,979,111,739,222 ,600,1050,polished
537,YS,Eurofer,300,bar,100,longitudinal,,,,979,111,739,222 ,600,1050,polished
503,YS,Eurofer,400,bar,100,longitudinal,,,,979,111,739,222 ,600,1050,polished
422,YS,Eurofer,500,bar,100,longitudinal,,,,979,111,739,222 ,600,1050,polished
296,YS,Eurofer,600,bar,100,longitudinal,,,,979,111,739,222 ,600,1050,polished
660,YS,Eurofer,7.8,bar,100,longitudinal,,,,979,111,739,222 ,580,3300,polished
503,YS,Eurofer,400,bar,100,longitudinal,,,,979,111,739,222 ,580,3300,polished
425,YS,Eurofer,500,bar,100,longitudinal,,,,979,111,739,222 ,580,3300,polished
624,YS,Eurofer,27.8,bar,100,longitudinal,,,,1075,111,750,222 ,600,1050,polished
503,YS,Eurofer,300,bar,100,longitudinal,,,,1075,111,750,222 ,600,1050,polished
468,YS,Eurofer,400,bar,100,longitudinal,,,,1075,111,750,222 ,600,1050,polished
400,YS,Eurofer,500,bar,100,longitudinal,,,,1075,111,750,222 ,600,1050,polished
284,YS,Eurofer,600,bar,100,longitudinal,,,,1075,111,750,222 ,600,1050,polished
678.6542882,YS,Eurofer,20.09252847,plate,8,transverse,,,,979,120,939,240,400,12000,polished
532.0185667,YS,Eurofer,350.0330494,plate,8,transverse,,,,979,120,939,240,400,12000,polished
498.1438515,YS,Eurofer,400.0000015,plate,8,transverse,,,,979,120,939,240,400,12000,polished
443.8515074,YS,Eurofer,499.9339056,plate,8,transverse,,,,979,120,939,240,400,12000,polished
305.568456,YS,Eurofer,549.9009001,plate,8,transverse,,,,979,120,939,240,400,12000,polished
265.6612442,YS,Eurofer,650.231334,plate,8,transverse,,,,979,120,939,240,400,12000,polished
190.0232007,YS,Eurofer,699.8017351,plate,8,transverse,,,,979,120,939,240,400,12000,polished
181.2064923,YS,Eurofer,699.8017351,plate,8,transverse,,,,979,120,939,240,400,12000,polished
20.09252847,YS,Eurofer,661.484919,plate,8,transverse,,,,979,120,939,240,550,12000,polished
20.09252847,YS,Eurofer,670.7656628,plate,8,transverse,,,,979,120,939,240,550,12000,polished
350.0330494,YS,Eurofer,511.1368902,plate,8,transverse,,,,979,120,939,240,550,12000,polished
449.9669536,YS,Eurofer,467.9814436,plate,8,transverse,,,,979,120,939,240,550,12000,polished
499.9339056,YS,Eurofer,443.8515074,plate,8,transverse,,,,979,120,939,240,550,12000,polished
550.2974511,YS,Eurofer,362.1809643,plate,8,transverse,,,,979,120,939,240,550,12000,polished
650.231334,YS,Eurofer,226.2180802,plate,8,transverse,,,,979,120,939,240,550,12000,polished
699.8017774,YS,Eurofer,191.879342,plate,8,transverse,,,,979,120,939,240,550,12000,polished
656.3244412,YS,Eurofer,20.2240674,plate,8,transverse,,,,979,120,939,240,650,2000,polished
502.6659167,YS,Eurofer,349.9999945,plate,8,transverse,,,,979,120,939,240,650,2000,polished
453.0345973,YS,Eurofer,449.8821066,plate,8,transverse,,,,979,120,939,240,650,2000,polished
418.8882608,YS,Eurofer,500.2358859,plate,8,transverse,,,,979,120,939,240,650,2000,polished
349.007371,YS,Eurofer,550.1768979,plate,8,transverse,,,,979,120,939,240,650,2000,polished
223.9364739,YS,Eurofer,650.0590101,plate,8,transverse,,,,979,120,939,240,650,2000,polished
157.2319968,YS,Eurofer,700.000022,plate,8,transverse,,,,979,120,939,240,650,2000,polished
572.9438449,YS,Eurofer,20.2240674,plate,8,transverse,,,,979,120,939,240,700,2000,polished
437.5496354,YS,Eurofer,349.9999945,plate,8,transverse,,,,979,120,939,240,700,2000,polished
373.2274494,YS,Eurofer,450.2948299,plate,8,transverse,,,,979,120,939,240,700,2000,polished
331.9342108,YS,Eurofer,499.8231186,plate,8,transverse,,,,979,120,939,240,700,2000,polished
313.6698745,YS,Eurofer,550.1768979,plate,8,transverse,,,,979,120,939,240,700,2000,polished
196.9370396,YS,Eurofer,650.058988,plate,8,transverse,,,,979,120,939,240,700,2000,polished
127.8502477,YS,Eurofer,700.0000441,plate,8,transverse,,,,979,120,939,240,700,2000,polished
604.7078876,YS,Eurofer,20.2240674,plate,8,transverse,,,,979,120,939,240,650,12000,polished
609.4724856,YS,Eurofer,20.2240674,plate,8,transverse,,,,979,120,939,240,650,12000,polished
424.8440268,YS,Eurofer,349.9999945,plate,8,transverse,,,,979,120,939,240,650,12000,polished
396.6534139,YS,Eurofer,450.2948299,plate,8,transverse,,,,979,120,939,240,650,12000,polished
384.3448861,YS,Eurofer,499.8231186,plate,8,transverse,,,,979,120,939,240,650,12000,polished
287.4645594,YS,Eurofer,550.1768979,plate,8,transverse,,,,979,120,939,240,650,12000,polished
170.3346438,YS,Eurofer,700,plate,8,transverse,,,,979,120,939,240,650,12000,polished
481.6222273,YS,Eurofer,20.2240674,plate,8,transverse,,,,979,120,939,240,700,12000,polished
485.1956996,YS,Eurofer,20.2240674,plate,8,transverse,,,,979,120,939,240,700,12000,polished
337.4929172,YS,Eurofer,349.9999945,plate,8,transverse,,,,979,120,939,240,700,12000,polished
325.5813852,YS,Eurofer,449.8821066,plate,8,transverse,,,,979,120,939,240,700,12000,polished
293.4203041,YS,Eurofer,499.8231186,plate,8,transverse,,,,979,120,939,240,700,12000,polished
234.6568272,YS,Eurofer,550.1768979,plate,8,transverse,,,,979,120,939,240,700,12000,polished
161.2024862,YS,Eurofer,650.058988,plate,8,transverse,,,,979,120,939,240,700,12000,polished
123.0856392,YS,Eurofer,700,plate,8,transverse,,,,979,120,939,240,700,12000,polished
671.7919592,US,Eurofer,15.14108089,bar,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
545.7214962,US,Eurofer,294.6978992,bar,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
504.7999371,US,Eurofer,395.5498842,bar,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
425.5931626,US,Eurofer,494.737281,bar,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
293.3221808,US,Eurofer,596.1153097,bar,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
165.6938588,US,Eurofer,697.4530733,bar,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
671,US,Eurofer,15,bar,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
544,US,Eurofer,300,bar,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
503,US,Eurofer,400,bar,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
424,US,Eurofer,500,bar,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
291,US,Eurofer,600,bar,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
163,US,Eurofer,700,bar,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
627,US,Eurofer,16.7,bar,100,longitudinal,,,,1075,111,750,222 ,600,1000,polished
519,US,Eurofer,300,bar,100,longitudinal,,,,1075,111,750,222 ,600,1000,polished
487,US,Eurofer,400,bar,100,longitudinal,,,,1075,111,750,222 ,600,1000,polished
404,US,Eurofer,500,bar,100,longitudinal,,,,1075,111,750,222 ,600,1000,polished
284,US,Eurofer,600,bar,100,longitudinal,,,,1075,111,750,222 ,600,1000,polished
652,US,Eurofer,14.4,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
536,US,Eurofer,300,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
497,US,Eurofer,400,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
419,US,Eurofer,500,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
292,US,Eurofer,600,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
630,US,Eurofer,5,plate,14,longitudinal,,,,1075,27,750,90,600,1000,polished
521,US,Eurofer,300,plate,14,longitudinal,,,,1075,27,750,90,600,1000,polished
481,US,Eurofer,400,plate,14,longitudinal,,,,1075,27,750,90,600,1000,polished
409,US,Eurofer,500,plate,14,longitudinal,,,,1075,27,750,90,600,1000,polished
290,US,Eurofer,600,plate,14,longitudinal,,,,1075,27,750,90,600,1000,polished
624,US,Eurofer,5.6,plate,14,longitudinal,,,,950,27,750,90,600,1000,polished
511,US,Eurofer,300,plate,14,longitudinal,,,,950,27,750,90,600,1000,polished
474,US,Eurofer,400,plate,14,longitudinal,,,,950,27,750,90,600,1000,polished
399,US,Eurofer,500,plate,14,longitudinal,,,,950,27,750,90,600,1000,polished
280,US,Eurofer,600,plate,14,longitudinal,,,,950,27,750,90,600,1000,polished
659.8430541,US,Eurofer,21.03355594,plate,8,longitudinal,,,,979,120,939,240,600,1000,polished
581.1258956,US,Eurofer,199.9395625,plate,8,longitudinal,,,,979,120,939,240,600,1000,polished
507.3763104,US,Eurofer,400.1208861,plate,8,longitudinal,,,,979,120,939,240,600,1000,polished
429.4233933,US,Eurofer,550.4986733,plate,8,longitudinal,,,,979,120,939,240,600,1000,polished
663.2821533,US,Eurofer,21.51707833,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
650.6721226,US,Eurofer,24.90180146,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
516.1651255,US,Eurofer,350.3173496,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
498.205379,US,Eurofer,400.6044307,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
466.107119,US,Eurofer,450.4080114,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
417.577604,US,Eurofer,500.211548,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
395.7966419,US,Eurofer,500.211548,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
367.1374812,US,Eurofer,550.4986733,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
322.8113243,US,Eurofer,600.3022098,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
314.0225092,US,Eurofer,600.3022098,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
290.3309305,US,Eurofer,600.3022098,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
275.0460331,US,Eurofer,600.3022098,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
233.3947429,US,Eurofer,650.5893351,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
171.8730546,US,Eurofer,700.3928716,plate,14,longitudinal,,,,980,27,760,90,600,1000,polished
679.3312833,US,Eurofer,22.00062286,plate,25,longitudinal,,,,979,120,939,240,600,1000,polished
672.4530848,US,Eurofer,22.00062286,plate,25,longitudinal,,,,979,120,939,240,600,1000,polished
652.5827304,US,Eurofer,27.31943554,plate,25,longitudinal,,,,979,120,939,240,600,1000,polished
648.7615148,US,Eurofer,27.31943554,plate,25,longitudinal,,,,979,120,939,240,600,1000,polished
565.8409982,US,Eurofer,199.9395625,plate,25,longitudinal,,,,979,120,939,240,600,1000,polished
574.6298133,US,Eurofer,199.9395625,plate,25,longitudinal,,,,979,120,939,240,600,1000,polished
534.8891047,US,Eurofer,300.0302243,plate,25,longitudinal,,,,979,120,939,240,600,1000,polished
554.7594678,US,Eurofer,300.0302243,plate,25,longitudinal,,,,979,120,939,240,600,1000,polished
506.229944,US,Eurofer,400.1208861,plate,25,longitudinal,,,,979,120,939,240,600,1000,polished
497.4411464,US,Eurofer,400.1208861,plate,25,longitudinal,,,,979,120,939,240,600,1000,polished
434.008859,US,Eurofer,500.211548,plate,25,longitudinal,,,,979,120,939,240,600,1000,polished
431.3339924,US,Eurofer,500.211548,plate,25,longitudinal,,,,979,120,939,240,600,1000,polished
404.9675645,US,Eurofer,550.4986733,plate,25,longitudinal,,,,979,120,939,240,600,1000,polished
398.4714998,US,Eurofer,550.4986733,plate,25,longitudinal,,,,979,120,939,240,600,1000,polished
627.7447941,US,Eurofer,24.90180146,plate,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
592.9716762,US,Eurofer,199.9395625,plate,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
589.9146932,US,Eurofer,199.9395625,plate,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
519.9863411,US,Eurofer,300.0302243,plate,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
513.8723927,US,Eurofer,400.1208861,plate,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
487.5059648,US,Eurofer,400.1208861,plate,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
445.0903895,US,Eurofer,500.211548,plate,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
423.6915612,US,Eurofer,500.211548,plate,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
404.2033319,US,Eurofer,500.211548,plate,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
291.4773057,US,Eurofer,600.3022098,plate,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
282.6884906,US,Eurofer,600.3022098,plate,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
162.3199981,US,Eurofer,699.9093714,plate,100,longitudinal,,,,979,111,739,222 ,600,1000,polished
514.2545177,US,Eurofer,350.3173496,plate,14,transverse,,,,980,27,760,90,600,1000,polished
472.6032013,US,Eurofer,449.9244669,plate,14,transverse,,,,980,27,760,90,600,1000,polished
404.5854657,US,Eurofer,500.211548,plate,14,transverse,,,,980,27,760,90,600,1000,polished
369.4302228,US,Eurofer,550.4986733,plate,14,transverse,,,,980,27,760,90,600,1000,polished
268.5499596,US,Eurofer,600.3022098,plate,14,transverse,,,,980,27,760,90,600,1000,polished
229.1914023,US,Eurofer,650.1058349,plate,14,transverse,,,,980,27,760,90,600,1000,polished
152.0027178,US,Eurofer,699.9093714,plate,14,transverse,,,,980,27,760,90,600,1000,polished
658.6966876,US,Eurofer,27.31943554,plate,25,transverse,,,,979,120,939,240,600,1000,polished
667.485494,US,Eurofer,27.31943554,plate,25,transverse,,,,979,120,939,240,600,1000,polished
541.3851869,US,Eurofer,300.0302243,plate,25,transverse,,,,979,120,939,240,600,1000,polished
551.7024848,US,Eurofer,300.0302243,plate,25,transverse,,,,979,120,939,240,600,1000,polished
673.9815763,US,Eurofer,27.31943554,bar,100,radial,,,,979,111,739,222 ,600,1000,polished
318.9900999,US,Eurofer,600.3022098,bar,100,radial,,,,979,111,739,222 ,600,1000,polished
666,US,Eurofer,18.3,bar,100,longitudinal,,,,979,111,739,222 ,600,1050,polished
537,US,Eurofer,300,bar,100,longitudinal,,,,979,111,739,222 ,600,1050,polished
503,US,Eurofer,400,bar,100,longitudinal,,,,979,111,739,222 ,600,1050,polished
422,US,Eurofer,500,bar,100,longitudinal,,,,979,111,739,222 ,600,1050,polished
296,US,Eurofer,600,bar,100,longitudinal,,,,979,111,739,222 ,600,1050,polished
660,US,Eurofer,7.8,bar,100,longitudinal,,,,979,111,739,222 ,580,3300,polished
503,US,Eurofer,400,bar,100,longitudinal,,,,979,111,739,222 ,580,3300,polished
425,US,Eurofer,500,bar,100,longitudinal,,,,979,111,739,222 ,580,3300,polished
624,US,Eurofer,27.8,bar,100,longitudinal,,,,1075,111,750,222 ,600,1050,polished
503,US,Eurofer,300,bar,100,longitudinal,,,,1075,111,750,222 ,600,1050,polished
468,US,Eurofer,400,bar,100,longitudinal,,,,1075,111,750,222 ,600,1050,polished
400,US,Eurofer,500,bar,100,longitudinal,,,,1075,111,750,222 ,600,1050,polished
284,US,Eurofer,600,bar,100,longitudinal,,,,1075,111,750,222 ,600,1050,polished
678.6542882,US,Eurofer,20.09252847,plate,8,transverse,,,,979,120,939,240,400,12000,polished
532.0185667,US,Eurofer,350.0330494,plate,8,transverse,,,,979,120,939,240,400,12000,polished
498.1438515,US,Eurofer,400.0000015,plate,8,transverse,,,,979,120,939,240,400,12000,polished
443.8515074,US,Eurofer,499.9339056,plate,8,transverse,,,,979,120,939,240,400,12000,polished
305.568456,US,Eurofer,549.9009001,plate,8,transverse,,,,979,120,939,240,400,12000,polished
265.6612442,US,Eurofer,650.231334,plate,8,transverse,,,,979,120,939,240,400,12000,polished
190.0232007,US,Eurofer,699.8017351,plate,8,transverse,,,,979,120,939,240,400,12000,polished
181.2064923,US,Eurofer,699.8017351,plate,8,transverse,,,,979,120,939,240,400,12000,polished
661.484919,US,Eurofer,20.09252847,plate,8,transverse,,,,979,120,939,240,550,12000,polished
670.7656628,US,Eurofer,20.09252847,plate,8,transverse,,,,979,120,939,240,550,12000,polished
511.1368902,US,Eurofer,350.0330494,plate,8,transverse,,,,979,120,939,240,550,12000,polished
467.9814436,US,Eurofer,449.9669536,plate,8,transverse,,,,979,120,939,240,550,12000,polished
443.8515074,US,Eurofer,499.9339056,plate,8,transverse,,,,979,120,939,240,550,12000,polished
362.1809643,US,Eurofer,550.2974511,plate,8,transverse,,,,979,120,939,240,550,12000,polished
226.2180802,US,Eurofer,650.231334,plate,8,transverse,,,,979,120,939,240,550,12000,polished
191.879342,US,Eurofer,699.8017774,plate,8,transverse,,,,979,120,939,240,550,12000,polished
656.3244412,US,Eurofer,20.2240674,plate,8,transverse,,,,979,120,939,240,650,2000,polished
502.6659167,US,Eurofer,349.9999945,plate,8,transverse,,,,979,120,939,240,650,2000,polished
453.0345973,US,Eurofer,449.8821066,plate,8,transverse,,,,979,120,939,240,650,2000,polished
418.8882608,US,Eurofer,500.2358859,plate,8,transverse,,,,979,120,939,240,650,2000,polished
349.007371,US,Eurofer,550.1768979,plate,8,transverse,,,,979,120,939,240,650,2000,polished
223.9364739,US,Eurofer,650.0590101,plate,8,transverse,,,,979,120,939,240,650,2000,polished
157.2319968,US,Eurofer,700.000022,plate,8,transverse,,,,979,120,939,240,650,2000,polished
572.9438449,US,Eurofer,20.2240674,plate,8,transverse,,,,979,120,939,240,700,2000,polished
437.5496354,US,Eurofer,349.9999945,plate,8,transverse,,,,979,120,939,240,700,2000,polished
373.2274494,US,Eurofer,450.2948299,plate,8,transverse,,,,979,120,939,240,700,2000,polished
331.9342108,US,Eurofer,499.8231186,plate,8,transverse,,,,979,120,939,240,700,2000,polished
313.6698745,US,Eurofer,550.1768979,plate,8,transverse,,,,979,120,939,240,700,2000,polished
196.9370396,US,Eurofer,650.058988,plate,8,transverse,,,,979,120,939,240,700,2000,polished
127.8502477,US,Eurofer,700.0000441,plate,8,transverse,,,,979,120,939,240,700,2000,polished
604.7078876,US,Eurofer,20.2240674,plate,8,transverse,,,,979,120,939,240,650,12000,polished
609.4724856,US,Eurofer,20.2240674,plate,8,transverse,,,,979,120,939,240,650,12000,polished
424.8440268,US,Eurofer,349.9999945,plate,8,transverse,,,,979,120,939,240,650,12000,polished
396.6534139,US,Eurofer,450.2948299,plate,8,transverse,,,,979,120,939,240,650,12000,polished
384.3448861,US,Eurofer,499.8231186,plate,8,transverse,,,,979,120,939,240,650,12000,polished
287.4645594,US,Eurofer,550.1768979,plate,8,transverse,,,,979,120,939,240,650,12000,polished
170.3346438,US,Eurofer,700,plate,8,transverse,,,,979,120,939,240,650,12000,polished
481.6222273,US,Eurofer,20.2240674,plate,8,transverse,,,,979,120,939,240,700,12000,polished
485.1956996,US,Eurofer,20.2240674,plate,8,transverse,,,,979,120,939,240,700,12000,polished
337.4929172,US,Eurofer,349.9999945,plate,8,transverse,,,,979,120,939,240,700,12000,polished
